title,content_length,lead_length,lead_length_ratio,num_header2_reference,num_refTag,num_ref_tag,num_page_links,num_cite_temp,num_non_cite_templates,num_categories,num_images_length,num_files_length,has_infobox,num_lv2_headings,num_lv3_headings,website_count,word_count,type
軍艦岩,10821,211,0.019499122077442012,0,0,1,177,0,4,3,0.0012937806117734037,0.0003696516033638296,0,7,2,11,889,C
道真仡佬族苗族自治县,9889,1759,0.17787440590555162,0,0,10,77,10,20,7,0.00020224491859642025,0.0,1,9,2,5,538,C
长昆客运专线,10240,1765,0.17236328125,1,0,15,65,11,16,5,0.00107421875,0.0,1,4,3,17,797,C
阿波羅多特斯一世,8869,1501,0.16924117713383696,0,0,4,68,0,5,2,0.0005637614161686774,0.00011275228323373548,1,6,1,3,669,C
阿聯酋LGBT權益,12788,859,0.06717234907725993,0,0,16,46,15,7,2,0.0035971223021582736,0.0011729746637472631,1,6,2,17,883,C
陆绩,8260,779,0.09430992736077481,3,0,3,99,0,4,4,0.0,0.00012106537530266344,0,7,3,0,774,C
雅娜·诺沃特娜,17132,2049,0.11960074713985525,0,0,12,78,10,29,18,0.00017511090357226244,5.8370301190754146e-05,1,6,2,13,764,C
韓亞航空,20837,1812,0.08696069491769448,0,0,19,162,13,47,4,0.001199788837164659,0.00043192398137927723,1,8,7,22,1341,C
马里奥篮球 3对3,5630,789,0.14014209591474244,0,0,6,29,6,13,7,0.0005328596802841918,0.0,1,5,0,9,462,C
魔法门VI：天堂之令,19200,1961,0.10213541666666667,0,0,17,85,16,22,7,0.00036458333333333335,0.0,1,8,3,16,1216,C
魔物獵人 (遊戲),8394,582,0.06933523945675482,0,0,12,42,12,17,11,0.00035739814152966406,0.0,1,7,2,10,466,C
1972年瑞穗地震,3658,1500,0.4100601421541826,0,0,8,16,2,14,4,0.0010934937124111536,0.0,1,4,0,9,333,Start
2008年夏季残疾人奥林匹克运动会马术比赛,10944,99,0.009046052631578948,0,0,2,53,1,89,4,0.0001827485380116959,0.0,0,8,2,5,552,Start
2011年臺灣塑化劑事件,78421,1403,0.01789061603397049,0,0,127,266,83,46,3,0.0005610742020632229,0.0,1,9,20,60,3516,Start
27 (金聖圭迷你專輯),10518,1703,0.16191291119984788,0,0,13,59,13,32,4,0.0002852253280091272,0.0,1,5,3,4,464,Start
9S,41568,993,0.023888568129330254,0,0,0,33,0,79,3,7.217090069284065e-05,0.0,1,8,14,2,2583,Start
BrettSpielWelt,7331,488,0.06656663483835766,0,0,5,30,5,15,1,0.00027281407720638383,0.00013640703860319192,0,6,4,7,528,Start
Coming Home (G.Soul迷你專輯),9419,1187,0.12602187068690943,0,0,9,23,15,26,3,0.0026542095763881514,0.0,1,5,0,10,494,Start
Happiness!2 Sakura Celebration,6579,1327,0.20170238638090895,0,0,5,21,5,30,6,0.0034959720322237423,0.0,1,5,2,7,435,Start
Youtubers的生活,6164,1018,0.16515249837767684,0,0,6,37,12,12,12,0.000973393900064893,0.0,1,4,0,7,369,Start
中央號誌站,3218,918,0.2852703542573027,0,0,0,36,0,15,4,0.0009322560596643878,0.00031075201988812925,1,8,0,1,291,Start
劉雪華,12930,901,0.06968290796597061,0,0,1,207,1,17,11,0.0,0.0,0,6,4,2,873,Start
勞達航空004號班機空難,14480,1058,0.07306629834254144,0,0,9,48,3,39,6,0.0015193370165745856,6.906077348066299e-05,1,8,1,12,992,Start
北川杏树,4905,680,0.13863404689092762,0,0,1,11,1,5,2,0.0,0.0,0,3,0,2,495,Start
厚蛙螈屬,4698,1374,0.29246487867177523,1,0,6,38,1,8,2,0.0008514261387824606,0.00021285653469561516,0,3,0,2,489,Start
孫隆基,4173,973,0.23316558830577522,0,0,0,56,1,7,7,0.0004792715073088905,0.0,1,1,2,3,383,Start
安野夢洋子,5566,957,0.17193675889328064,0,0,3,27,3,36,5,0.0005389867049946101,0.0,1,7,0,7,494,Start
宣告黎明的露之歌,24349,1307,0.053677769107560884,0,0,38,92,26,49,6,0.0006571111749969198,4.1069448437307486e-05,1,11,9,26,1352,Start
山田靫,10523,125,0.011878741803668156,0,0,0,12,0,27,3,0.0,0.0,0,3,4,0,586,Start
开放打包约定,4441,983,0.22134654357126773,0,0,3,25,1,14,6,0.002251745102454402,0.0,1,4,2,8,336,Start
彭雪枫,12894,1162,0.09011943539630836,0,0,15,138,14,30,5,0.0005428881650380022,0.00023266635644485808,1,4,2,5,990,Start
斑海马,2291,1051,0.45875163683980796,0,0,2,24,2,4,13,0.001745962461807071,0.0,0,2,0,2,248,Start
昨日奇迹,33517,4394,0.1310976519378226,0,0,41,119,40,46,14,0.0012829310499149686,2.9835605811976012e-05,1,6,3,26,1624,Start
村上隆,12488,1171,0.09377001921844971,0,0,6,58,3,13,5,0.002802690582959641,0.00016015374759769378,1,8,11,9,1066,Start
板橋國民運動中心,2547,813,0.31919905771495877,0,0,2,18,1,5,4,0.00039261876717707107,0.0,1,5,0,5,227,Start
林筳諭,8819,842,0.09547567751445742,0,0,9,122,2,14,4,0.0003401746229731262,0.0,0,9,12,6,711,Start
民族高鐵線,6609,2281,0.3451354213950673,0,0,2,55,2,47,1,0.0022696323195642307,0.0015130882130428205,1,3,0,3,401,Start
氯氧化铋,6693,2405,0.3593306439563723,0,0,11,17,4,24,2,0.0007470491558344539,0.0,0,4,0,5,622,Start
火舞黃沙,13538,1131,0.08354262077116266,0,0,0,140,0,15,4,7.386615452799527e-05,7.386615452799527e-05,0,5,6,3,917,Start
炒翻天,21356,978,0.04579509271399138,0,0,4,58,0,12,4,9.365049634763064e-05,0.0,1,5,8,1,1456,Start
烟水亭,1560,760,0.48717948717948717,0,0,1,24,1,4,2,0.001282051282051282,0.001282051282051282,0,1,0,0,183,Start
無敵安樂窩：小貼O仔大冒險,3885,986,0.2537966537966538,0,0,1,29,1,11,2,0.0010296010296010295,0.0,1,3,2,2,357,Start
王子看見二公主,19192,2496,0.13005418924551895,0,0,5,139,0,34,7,0.0005210504376823677,0.0,1,8,5,7,1238,Start
瑪德琳·李·潘恩·鄧納姆,3831,1308,0.341425215348473,0,0,1,48,1,13,8,0.0,0.0,1,2,0,3,353,Start
胡锦涛,62913,8183,0.1300685073037369,3,0,58,528,47,167,39,0.0005881137443771558,0.00015894966064247454,1,10,19,47,2690,Start
臺灣港務股份有限公司基隆港務分公司,5049,1145,0.2267775797187562,0,0,1,61,0,6,4,0.0013864131511190335,0.0007922360863537334,1,6,2,3,397,Start
花牌情緣,88374,3697,0.04183357095978455,0,0,18,270,19,433,18,0.0006449860818792857,1.1315545296127821e-05,1,7,30,24,3770,Start
蔡頤榛,9627,1161,0.1205983172327828,0,0,2,146,2,14,5,0.00010387451958034694,0.0,0,9,8,4,634,Start
裴松之,4731,148,0.03128302684421898,1,0,1,68,1,2,6,0.0,0.0,0,4,3,2,517,Start
达戈贝尔特一世,7391,1485,0.20092003788391286,0,0,4,61,0,30,3,0.0005411987552428629,0.0,1,4,0,0,523,Start
连云港港,3019,1397,0.46273600529976816,3,0,2,21,2,12,2,0.000662471016893011,0.0,1,3,0,4,243,Start
迪瓦马尼,9509,1952,0.20527920917025974,0,0,18,53,16,22,4,0.0008413082343043432,0.0,1,4,0,11,674,Start
邁蒙尼德,3934,291,0.07397051347229283,0,0,0,9,0,7,4,0.001525165226232842,0.0005083884087442806,0,5,0,0,383,Start
郭岱琦,5706,1489,0.2609533824044865,0,0,3,61,0,25,9,0.0003505082369435682,0.0,0,5,0,2,489,Start
銀河美少女 Hearts,11337,1974,0.17412013760254036,0,0,6,39,0,60,7,0.00035282702655023375,0.0,1,7,5,4,665,Start
阿诺·彭齐亚斯,3307,1362,0.41185364378590866,1,0,0,39,0,16,10,0.0006047777441790142,0.0003023888720895071,1,3,0,3,271,Start
陈苏,3958,567,0.14325416877210712,0,0,6,26,6,13,5,0.0,0.0,0,3,0,6,266,Start
陳美鳳 (香港),5239,737,0.14067570146974614,0,0,0,69,0,8,7,0.0003817522427944264,0.0,0,3,6,4,452,Start
马格德堡,9834,836,0.08501118568232663,0,0,0,103,0,13,4,0.0008135041692088672,0.000508440105755542,0,5,7,1,736,Start
高山雨燕,2396,1131,0.47203672787979967,0,0,2,17,0,13,7,0.0025041736227045075,0.00041736227045075126,0,3,0,2,261,Start
高秀敏,9367,1262,0.13472830148393294,0,0,10,52,10,14,4,0.0007473043663926551,0.0,0,6,2,9,625,Start
1951年9月1日日食,7746,1544,0.19932868577330234,0,0,5,95,5,32,3,0.0002581977794990963,0.0,1,4,4,4,525,Start
1960年夏季奧林匹克運動會摔跤比賽,7653,767,0.10022213511041422,0,0,2,14,2,143,2,0.0003920031360250882,0.0,1,4,2,4,369,Start
Davichi,74915,1537,0.02051658546352533,0,0,47,299,47,113,5,0.0003203630781552426,0.0,0,10,27,6,2183,Start
HUSH (EVERGLOW單曲),6449,610,0.09458830826484727,0,0,12,30,12,24,3,0.002791130407815165,0.0,1,6,0,9,489,Start
MIC Drop/DNA/Crystal Snow,11493,1564,0.13608283302880014,0,0,17,43,17,21,4,0.0006960758722700774,0.00017401896806751936,1,6,3,11,611,Start
P波,3176,750,0.23614609571788414,0,0,3,33,2,6,2,0.0009445843828715365,0.00031486146095717883,0,4,0,4,293,Start
Γ-干扰素,7601,1615,0.21247204315221682,0,0,6,27,11,17,2,0.0005262465465070386,0.0,1,7,0,2,664,Start
下川美娜,26083,1601,0.06138097611471073,0,0,12,133,9,253,4,0.0004600697772495495,3.8339148104129126e-05,1,12,3,13,1282,Start
亚口鱼科,5849,553,0.09454607625235083,1,0,1,98,1,3,2,0.0010258163788681826,0.0,0,6,13,2,296,Start
伊號第三十七潛艦,2985,124,0.04154103852596315,1,0,2,13,0,3,2,0.0,0.0,0,3,1,0,369,Start
哈登 (慕尼黑市辖区),14495,1274,0.08789237668161436,1,0,3,31,0,46,2,0.000758882373232149,0.0001379786133149362,1,8,0,3,764,Start
哥伦比亚大学教育学院,1262,358,0.2836767036450079,0,0,0,25,0,9,4,0.0,0.0,0,3,0,1,127,Start
四氟化硅,4970,2639,0.5309859154929577,0,0,6,39,2,20,3,0.0012072434607645875,0.0,0,4,0,4,472,Start
國立鳳山高級商工職業學校,7270,1118,0.15378266850068775,0,0,0,21,0,7,3,0.0002751031636863824,0.0,1,8,9,7,551,Start
壬午,24406,110,0.004507088420880111,1,0,0,80,0,4,2,0.0,0.0,0,5,0,0,2355,Start
太阳坐落之处,5595,293,0.052368185880250225,0,0,0,31,0,10,5,0.0008936550491510277,0.0,1,6,2,3,567,Start
奮鬥吧！系統工程師,24980,1695,0.0678542834267414,0,0,5,122,2,120,4,0.00040032025620496394,4.00320256204964e-05,1,6,17,4,1708,Start
安足間站,3688,887,0.24050976138828634,2,0,1,41,3,13,5,0.0013557483731019523,0.00027114967462039046,0,7,0,3,339,Start
对流层,6903,704,0.10198464435752572,0,0,1,65,1,9,2,0.0005794582065768506,0.00014486455164421265,0,6,3,0,540,Start
尋神的旅途,15591,1804,0.11570778012956193,0,0,43,43,4,47,5,0.0007055352446924507,6.413956769931371e-05,1,6,6,6,1045,Start
就算是哥哥，有愛就沒問題了，對吧,30299,3693,0.1218852107330275,0,0,17,161,3,122,18,0.0005940790125086637,3.300438958381465e-05,1,8,7,6,1711,Start
居酒屋,5626,376,0.06683256309989336,0,0,1,54,1,2,3,0.001244223249200142,0.0005332385353714896,0,6,7,2,505,Start
廖允杰,15870,2315,0.14587271581600503,0,0,6,176,5,13,9,0.0008191556395715186,0.0,0,10,15,6,884,Start
建筑施工,4540,1259,0.2773127753303965,0,0,5,43,5,12,2,0.0030837004405286344,0.0013215859030837004,0,4,0,5,444,Start
張清芳,37968,1318,0.03471344289928361,0,0,5,147,4,76,8,7.901390644753477e-05,0.0,0,12,20,4,1777,Start
德國網球公開賽,19904,1156,0.058078778135048234,0,0,1,267,0,274,1,0.0001507234726688103,0.0,0,3,2,4,709,Start
我的家政夫渚先生,16079,264,0.016418931525592387,0,0,16,59,16,22,6,0.00024877168978170285,0.0,0,6,12,11,925,Start
扁桃苷,6248,3719,0.5952304737516005,0,0,8,40,8,14,4,0.001120358514724712,0.0,0,3,0,5,571,Start
推理小說,35106,427,0.012163162992081126,0,0,8,261,2,33,2,0.00011394063692816042,0.0,0,11,37,10,2349,Start
朱健 (1969年),8764,773,0.08820173436786856,0,12,11,66,12,34,7,0.00045641259698767686,0.0,1,4,4,5,576,Start
李玖哲,9687,1117,0.11530917724785796,0,0,2,78,2,24,10,0.00041292453804067306,0.0,0,7,19,3,699,Start
東九州自動車道,36521,1618,0.0443032775663317,0,0,21,368,3,31,3,0.0005750116371402755,5.476301306097861e-05,1,9,10,9,1067,Start
東部棉尾兔,5440,915,0.16819852941176472,0,0,3,39,0,5,4,0.0007352941176470588,0.0,0,8,0,1,503,Start
松岡由貴,80120,3056,0.0381427858212681,0,0,70,475,34,362,6,0.00033699450823764356,1.2481278082875686e-05,0,5,29,29,3048,Start
武士 (日本),10918,478,0.043780912254991755,0,0,1,210,0,15,2,0.0011906942663491482,0.00036636746656896867,0,7,3,3,1047,Start
湖泊上的日出,8039,1871,0.23274039059584525,0,0,14,35,12,29,3,0.0006219679064560268,0.0,1,4,0,13,525,Start
漢他病毒,4831,950,0.19664665700683087,0,0,3,28,3,7,1,0.00041399296211964395,0.00020699648105982198,1,6,2,3,485,Start
漢德·加達莉,6026,4846,0.8041818785263857,0,0,12,10,12,9,4,0.0014935280451377365,0.0,1,2,0,11,455,Start
烏龍巡警,10706,2612,0.24397534093031945,0,0,5,32,5,80,13,0.0007472445357743321,0.0,1,5,3,6,764,Start
白額蜂虎,3159,411,0.13010446343779677,0,0,5,22,4,6,2,0.00031655587211142766,0.0,0,5,2,0,341,Start
磁流体力学,6598,507,0.07684146711124583,0,0,0,37,0,4,1,0.0003031221582297666,0.0,0,4,4,0,342,Start
秦景公,11360,695,0.061179577464788734,0,0,20,118,2,12,3,0.0002640845070422535,0.0,0,4,5,2,915,Start
肝衰竭,5297,1286,0.24277893147064375,0,0,5,17,5,14,2,0.003398149896167642,0.0,1,6,0,4,429,Start
蘆川站 (北海道),3453,958,0.27743990732696205,0,0,0,38,0,9,8,0.0008688097306689834,0.0005792064871126556,0,6,0,0,317,Start
鄭森 (越南),8512,1216,0.14285714285714285,2,0,10,101,0,20,3,0.0025845864661654134,0.0,0,4,0,0,676,Start
野村真悠華,5187,679,0.13090418353576247,0,0,10,32,10,9,3,0.000385579332947754,0.0,0,4,5,10,464,Start
青剛櫟屬,7984,1467,0.1837424849699399,3,0,3,77,5,42,5,0.00125250501002004,0.000375751503006012,0,4,0,5,575,Start
马谡,11524,1155,0.10022561610551892,2,0,13,101,0,6,5,0.00026032627559875043,8.677542519958348e-05,0,6,12,0,966,Start
鯔魚,5439,1459,0.2682478396764111,0,0,2,28,1,5,5,0.0011031439602868175,0.00036771465342893915,0,7,0,7,625,Start
龙,19383,187,0.009647629365939225,0,0,25,202,4,23,7,0.0004643244079863798,0.00030954960532425323,0,13,4,9,1582,Start
HD 193329,1660,1398,0.8421686746987952,0,0,2,10,2,14,3,0.0006024096385542169,0.0,0,1,0,2,155,Stub
东门镇 (罗城县),462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
乔治敦 (路易斯安那州),1328,1057,0.795933734939759,0,0,1,8,1,6,1,0.0,0.0,1,1,0,2,140,Stub
二塘镇 (平乐县),462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,48,Stub
亚德氏蹄盖蕨,629,202,0.32114467408585057,1,0,0,4,0,10,1,0.001589825119236884,0.0,0,2,0,0,67,Stub
仁让里乡,468,171,0.36538461538461536,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,51,Stub
伊里戈薩 (加利福尼亞州),2657,1918,0.7218667670304855,0,0,2,17,1,10,2,0.0011290929619872036,0.0,1,2,0,2,191,Stub
佐藤世那,2768,750,0.2709537572254335,0,0,2,23,2,16,4,0.000361271676300578,0.0,1,4,3,4,256,Stub
何灼强,1872,543,0.2900641025641026,0,0,0,22,0,20,13,0.0,0.0,0,2,0,1,140,Stub
凯斯卡斯泰勒,994,565,0.56841046277666,0,0,1,8,1,6,1,0.001006036217303823,0.001006036217303823,0,3,0,2,118,Stub
利熱爾 (印地安納州),2154,1649,0.765552460538533,0,0,1,16,0,10,2,0.0,0.0,1,1,0,0,154,Stub
力圖唱片,1365,429,0.3142857142857143,0,0,1,15,0,3,3,0.0014652014652014652,0.0,0,2,2,1,128,Stub
卢伊尔谷和科多,1589,139,0.08747640025173065,0,0,1,11,1,6,2,0.0012586532410320957,0.0,0,6,0,2,165,Stub
周滿,2482,868,0.34971796937953264,0,0,3,32,0,7,13,0.0,0.0,0,1,0,0,208,Stub
哈特福德 (伊利諾伊州),3047,1789,0.5871348867738759,0,0,2,19,1,14,2,0.0016409583196586807,0.0,1,3,0,2,220,Stub
埃斯特爾 (加利福尼亞州),2673,1920,0.7182940516273849,0,0,2,17,1,10,2,0.001122334455667789,0.0,1,2,0,2,192,Stub
城关镇 (修武县),462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,48,Stub
城口东俄芹,1062,331,0.3116760828625235,1,0,0,7,1,5,1,0.0018832391713747645,0.0,0,1,0,2,140,Stub
塔卡尼克,2863,2510,0.8767027593433462,0,0,1,14,1,7,1,0.00209570380719525,0.0,1,1,0,2,199,Stub
塞內加爾盤鱉,2239,1723,0.7695399732023225,1,0,2,8,1,6,2,0.001786511835640911,0.0,0,1,0,4,208,Stub
奥绍博,866,774,0.8937644341801386,0,0,0,5,0,4,1,0.0,0.0,1,0,0,0,89,Stub
富克兰维尔,947,547,0.5776135163674763,0,0,1,8,1,5,1,0.0031678986272439284,0.0010559662090813093,0,3,0,2,114,Stub
小叶紫椴,709,289,0.4076163610719323,1,0,0,4,0,10,1,0.0,0.0,0,2,0,0,74,Stub
小潭山,950,424,0.4463157894736842,0,0,1,7,1,3,1,0.005263157894736842,0.0,0,2,0,2,129,Stub
小行星2912,2132,1705,0.799718574108818,0,0,2,15,1,9,2,0.0,0.0,1,1,0,3,223,Stub
嵴背長鱸,804,296,0.3681592039800995,1,0,0,14,0,7,2,0.0,0.0,0,2,0,0,104,Stub
廖爱莲,1817,588,0.3236103467253715,0,0,1,23,2,13,8,0.0,0.0,1,4,0,2,120,Stub
弗賴峰,469,163,0.34754797441364604,2,0,0,6,0,5,1,0.0,0.0,0,1,0,0,76,Stub
托伊費爾斯坎普山,804,249,0.30970149253731344,3,0,0,7,0,3,1,0.0012437810945273632,0.0012437810945273632,0,1,0,0,124,Stub
沃克縣 (阿拉巴馬州),994,420,0.4225352112676056,0,0,0,12,0,6,3,0.001006036217303823,0.001006036217303823,0,1,0,0,110,Stub
沈翹楚,1134,336,0.2962962962962963,0,0,1,18,0,9,3,0.0,0.0,0,1,0,0,142,Stub
波羅斯島,586,137,0.23378839590443687,0,0,0,5,0,3,1,0.0,0.0017064846416382253,0,1,0,3,87,Stub
百叶蔷薇,626,240,0.38338658146964855,1,0,0,4,0,10,1,0.007987220447284345,0.0,0,2,0,0,67,Stub
磁器口街道,1051,448,0.4262607040913416,0,0,2,3,0,9,1,0.0009514747859181732,0.0,0,3,0,0,94,Stub
空中現象研究組織,2359,1283,0.5438745231030098,0,0,4,25,1,10,5,0.000423908435777872,0.0,1,1,0,0,235,Stub
聖洛倫索 (蘇奇特佩克斯省),555,123,0.22162162162162163,1,0,0,3,0,4,1,0.0,0.0,0,1,0,1,85,Stub
聖皮埃爾 (印地安納州),2880,1816,0.6305555555555555,0,0,2,19,1,10,2,0.001388888888888889,0.0,1,2,0,2,208,Stub
舍夫琴科韋 (別列佐夫卡區),402,236,0.5870646766169154,0,0,0,4,0,3,1,0.0024875621890547263,0.0,0,0,0,0,76,Stub
良荐湖,1418,724,0.5105782792665726,0,0,1,9,1,4,1,0.0,0.0,1,2,0,2,149,Stub
营仔镇,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,48,Stub
蔡伸,739,224,0.30311231393775373,0,0,1,15,1,3,3,0.0,0.0,0,3,0,1,106,Stub
蘭奇塔 (加利福尼亞州),2395,1664,0.6947807933194154,0,0,1,16,0,10,2,0.0,0.0,1,2,0,0,165,Stub
虞姬乡,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
跃进水库 (建水),1525,1140,0.7475409836065574,0,0,1,11,1,3,3,0.0,0.0,1,1,0,2,142,Stub
金波乡,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
阿尔贝 (下莱茵省),1271,571,0.4492525570416995,0,0,0,12,0,6,3,0.0015735641227380016,0.0,1,2,0,1,158,Stub
陈扬 (田径运动员),1950,1222,0.6266666666666667,0,0,2,14,1,12,9,0.0005128205128205128,0.0,1,1,0,3,174,Stub
陳儼,609,237,0.3891625615763547,0,0,1,10,0,4,1,0.0,0.0,0,1,0,0,83,Stub
高耀乡,1078,418,0.3877551020408163,0,0,0,10,0,3,1,0.0,0.0,0,1,0,0,85,Stub
魏瑟湖 (布科),1047,314,0.29990448901623684,3,0,0,6,0,5,1,0.0019102196752626551,0.0019102196752626551,0,1,0,3,158,Stub
Cray T3E,2055,835,0.40632603406326034,0,0,0,10,0,5,2,0.0,0.0,0,1,0,5,213,Stub
Feel so right,2600,1127,0.43346153846153845,0,0,0,21,0,19,6,0.001153846153846154,0.0,1,3,0,0,205,Stub
丁峰站 (黄海北道),1152,532,0.4618055555555556,0,0,0,14,0,5,1,0.0,0.0,0,1,0,0,112,Stub
亞基米夫西克,623,183,0.29373996789727125,1,0,0,5,0,4,2,0.0,0.0,0,1,0,1,103,Stub
伏硫西汀,4071,3437,0.8442643085237043,0,0,3,6,2,17,1,0.0014738393515106854,0.0,0,2,0,5,414,Stub
元城镇,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
八里代天府奉天宮,951,185,0.19453207150368035,0,0,1,13,1,1,3,0.0010515247108307045,0.0,0,3,0,2,133,Stub
冯家山站,964,552,0.5726141078838174,0,0,0,21,0,10,3,0.002074688796680498,0.0,1,0,0,0,92,Stub
卡彭特冰原島峰,524,366,0.6984732824427481,0,0,0,8,0,6,1,0.0,0.0,0,0,0,0,73,Stub
厚禄乡,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
古塔 (布斯克區),922,185,0.20065075921908893,3,0,0,5,0,6,2,0.004338394793926247,0.0,0,1,0,3,140,Stub
古迪納夫島,1650,825,0.5,4,0,0,8,0,7,2,0.0012121212121212121,0.0,1,1,0,4,196,Stub
周伯展,2369,132,0.05571971295905445,6,0,0,27,0,11,6,0.0,0.0,0,3,0,4,269,Stub
周繩武,1937,664,0.3427981414558596,0,0,1,12,0,3,1,0.0,0.0,0,1,0,0,226,Stub
圣沙马西 (多尔多涅省),975,553,0.5671794871794872,0,0,1,8,1,5,1,0.003076923076923077,0.0010256410256410256,0,3,0,2,116,Stub
塔恩河畔莱拉克,1045,510,0.4880382775119617,0,0,1,7,1,5,1,0.003827751196172249,0.0009569377990430622,0,4,0,2,119,Stub
天福镇,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
小行星6283,2145,1720,0.8018648018648019,0,0,2,15,1,10,2,0.0,0.0,1,1,0,3,216,Stub
峨口镇,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
巴士古機場,2515,1464,0.5821073558648111,0,0,2,18,0,18,2,0.0011928429423459245,0.0,1,2,0,3,230,Stub
意会,366,178,0.48633879781420764,0,0,0,5,0,1,2,0.0,0.0,0,0,0,0,61,Stub
扎姆法拉州,364,224,0.6153846153846154,0,0,0,6,0,2,1,0.0027472527472527475,0.0027472527472527475,0,0,0,0,51,Stub
斑長鱸,795,323,0.40628930817610065,1,0,0,12,0,7,2,0.0,0.0,0,2,0,0,101,Stub
斯利特 (加利福尼亞州),2490,1782,0.7156626506024096,0,0,2,17,1,10,2,0.0008032128514056225,0.0,1,2,0,1,179,Stub
施泰嫩 (瑞士),2323,1842,0.7929401635815756,0,0,1,17,1,9,2,0.003013344812742144,0.00043047783039173483,1,1,0,2,213,Stub
普里斯坦齊伊涅 (馬林區),705,197,0.2794326241134752,2,0,0,5,0,4,2,0.0,0.0,0,1,0,2,109,Stub
木里齿冠紫堇,746,305,0.40884718498659517,1,0,0,5,0,10,1,0.0,0.0,0,2,0,0,78,Stub
李安 (光緒進士),2040,700,0.3431372549019608,0,0,1,12,0,5,3,0.0,0.0,0,1,0,0,240,Stub
李店镇 (静宁县),462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
杨柳瑶族乡,609,172,0.2824302134646962,0,0,2,4,0,9,3,0.0,0.0,0,2,0,0,56,Stub
永吉乡,462,170,0.36796536796536794,0,0,2,1,0,9,0,0.0,0.0,0,2,0,0,49,Stub
沈延毅,1521,661,0.4345825115055884,0,0,3,13,3,10,4,0.0,0.0,0,1,0,2,136,Stub
洛西尼,693,180,0.2597402597402597,1,0,0,5,0,5,2,0.005772005772005772,0.0,0,1,0,1,103,Stub
洛馬馬 (加利福尼亞州),2975,1718,0.5774789915966386,0,0,2,19,1,14,2,0.0013445378151260505,0.0,1,3,0,2,212,Stub
牧场,796,461,0.5791457286432161,0,0,0,15,0,7,1,0.002512562814070352,0.002512562814070352,0,2,0,0,101,Stub
甘加镇,921,449,0.48751357220412594,0,0,3,4,0,12,0,0.0,0.0,0,3,0,1,103,Stub
空心苦竹,1009,529,0.5242814667988107,1,0,0,10,0,9,1,0.0009910802775024777,0.0,0,2,0,0,99,Stub
第一次豫北战役,1091,509,0.4665444546287809,0,0,1,10,0,4,3,0.0009165902841429881,0.0,1,1,0,0,131,Stub
米拉格雷斯 (塞阿臘州),358,214,0.5977653631284916,0,0,0,3,0,3,1,0.0,0.0,0,0,0,0,69,Stub
維提群島 (斐濟),389,251,0.6452442159383034,0,0,0,8,0,3,1,0.0,0.0,0,0,0,0,67,Stub
羅斯群島,402,246,0.6119402985074627,0,0,0,10,0,2,1,0.0024875621890547263,0.0024875621890547263,0,0,0,0,57,Stub
美洲尖尾濱鷸,1269,763,0.6012608353033885,1,0,1,4,0,12,1,0.0031520882584712374,0.0,0,2,0,0,114,Stub
聖安娜 (阿拉德縣),501,291,0.5808383233532934,0,0,0,4,0,6,1,0.001996007984031936,0.001996007984031936,0,1,0,0,83,Stub
聖盧西亞 (米蘭達州),441,280,0.6349206349206349,0,0,0,4,0,3,1,0.0,0.0,0,0,0,0,78,Stub
蒂莫·鲍姆加特尔,587,301,0.5127768313458262,0,0,1,4,0,7,1,0.0,0.0,0,1,0,1,98,Stub
蓋施滕赫納山,645,253,0.3922480620155039,2,0,0,6,0,2,1,0.0015503875968992248,0.0015503875968992248,0,1,0,2,103,Stub
費利克斯湖 (施普雷-奈瑟縣),541,213,0.39371534195933455,2,0,0,6,0,3,1,0.0036968576709796672,0.0018484288354898336,0,1,0,2,94,Stub
赵常谦,1192,334,0.2802013422818792,0,0,1,15,1,11,8,0.0,0.0,0,1,0,1,109,Stub
韦尔齐克 (康塔尔省),911,541,0.5938529088913282,0,0,1,7,1,5,1,0.0,0.0,0,3,0,2,107,Stub
馬庫夫縣,644,277,0.4301242236024845,2,0,0,6,0,3,1,0.003105590062111801,0.003105590062111801,0,1,0,2,100,Stub
